Ekspor Non Migas,% YoY,1996-01-31,12.7,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-02-29,7.76,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-03-31,14.47,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-04-30,21.99,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-05-31,11.04,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-06-30,10.84,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-07-31,7.06,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-08-31,8.38,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-09-30,8.26,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-10-31,7.34,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-11-30,4.69,Bulanan,Persen
Ekspor Non Migas,% YoY,1996-12-31,-1.21,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-01-31,13.21,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-02-28,7.12,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-03-31,4.56,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-04-30,3.78,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-05-31,13.14,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-06-30,6.96,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-07-31,17.11,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-08-31,14.15,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-09-30,12.03,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-10-31,6.82,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-11-30,11.15,Bulanan,Persen
Ekspor Non Migas,% YoY,1997-12-31,7.19,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-01-31,10.74,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-02-28,1.33,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-03-31,23.33,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-04-30,-2.16,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-05-31,-9.76,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-06-30,9.47,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-07-31,6.44,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-08-31,-8.92,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-09-30,-10.68,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-10-31,-11.12,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-11-30,-12.88,Bulanan,Persen
Ekspor Non Migas,% YoY,1998-12-31,-12.49,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-01-31,-29.03,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-02-28,-14.46,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-03-31,-13.87,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-04-30,3.18,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-05-31,2.64,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-06-30,-21.33,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-07-31,-14.44,Bulanan,Persen
Ekspor Non Migas,% YoY,1999-08-31,3.66,Bulanan,Persen
